ANO;MÊS;DIA;HORA;360MIN;180MIN;CANAL;qtd_ENTs;TMC;TME
2021;7;22;8;Q1;QQ1;PORTAL;6;58645;9312,5
2021;7;22;14;Q2;QQ3;PORTAL;6;60192,33;8255
2021;7;23;7;Q1;QQ1;PORTAL;11;25850,82;59615,18
2021;7;23;13;Q1;QQ2;PORTAL;14;26046,07;31261,57
2021;7;26;7;Q1;QQ1;PORTAL;3;137,33;930,67
2021;7;27;6;NULL;NULL;PORTAL;3;23,67;70028,67
2021;7;27;9;Q1;QQ1;PORTAL;18;104652,5;24286,72
2021;7;28;8;Q1;QQ1;PORTAL;2;271,5;304
2021;7;29;7;Q1;QQ1;PORTAL;34;230,03;384,35
2021;7;30;6;NULL;NULL;PORTAL;11;57755,45;65034,55
2021;8;11;18;Q2;QQ4;PORTAL;1;339710;6861
2021;8;13;16;Q2;QQ3;PORTAL;1;251319;107372
2021;8;17;12;Q1;QQ2;PORTAL;2;158;2355
2021;8;17;15;Q2;QQ3;PORTAL;12;44063,83;9631,17
2021;8;17;18;Q2;QQ4;PORTAL;4;52,75;4778,5
2021;8;18;11;Q1;QQ2;PORTAL;1;17;648
2021;8;18;14;Q2;QQ3;PORTAL;3;117916,67;12499,67
2021;8;18;17;Q2;QQ4;PORTAL;2;243;13025,5
2021;8;19;10;Q1;QQ1;PORTAL;10;40080,8;4952,3
2021;8;19;13;Q1;QQ2;PORTAL;10;34247,6;5194
2021;8;20;9;Q1;QQ1;PORTAL;1;69;2669
2021;8;20;12;Q1;QQ2;PORTAL;2;653;46475,5
2021;8;20;15;Q2;QQ3;PORTAL;13;32755,08;13870,62
2021;8;21;14;Q2;QQ3;PORTAL;2;73,5;132979,5
2021;8;22;13;Q1;QQ2;PORTAL;1;300;600
2021;8;23;12;Q1;QQ2;PORTAL;27;40182,67;8179,19
2021;8;24;8;Q1;QQ1;PORTAL;1;246;335384
2021;8;24;11;Q1;QQ2;PORTAL;8;97249,63;10551,25
2021;8;25;7;Q1;QQ1;PORTAL;1;137;8
2021;8;25;10;Q1;QQ1;PORTAL;17;42636,35;5901,59
2021;8;26;9;Q1;QQ1;PORTAL;1;388;4399
2021;8;27;8;Q1;QQ1;PORTAL;1;300;600
2021;9;10;18;Q2;QQ4;PORTAL;1;44;336995
2021;9;12;16;Q2;QQ3;PORTAL;2;20;71083,5
2021;7;13;9;Q1;QQ1;PORTAL;8;37118,63;8418,13
2021;7;13;12;Q1;QQ2;PORTAL;14;137,64;5602,43
2021;7;13;18;Q2;QQ4;PORTAL;5;13619,6;2718,2
2021;7;14;8;Q1;QQ1;PORTAL;7;191,29;142954,71
2021;7;14;17;Q2;QQ4;PORTAL;5;67;6166
2021;7;15;7;Q1;QQ1;PORTAL;3;277,67;163167
2021;7;15;10;Q1;QQ1;PORTAL;4;88267,5;6482,25
2021;7;16;6;NULL;NULL;PORTAL;7;195518,14;50837,14
2021;7;16;9;Q1;QQ1;PORTAL;2;879;2408
2021;7;16;12;Q1;QQ2;PORTAL;2;182;307
2021;7;19;6;NULL;NULL;PORTAL;1;1316;46377
2021;7;19;9;Q1;QQ1;PORTAL;11;114904,45;54494,09
2021;7;19;12;Q1;QQ2;PORTAL;4;361,75;2096
2021;7;20;8;Q1;QQ1;PORTAL;11;56250,09;38659,27
2021;7;20;11;Q1;QQ2;PORTAL;2;196,5;6248,5
2021;7;21;7;Q1;QQ1;PORTAL;4;585,25;28329,25
2021;7;21;10;Q1;QQ1;PORTAL;11;27178,64;2106,45
2021;7;22;6;NULL;NULL;PORTAL;19;7380,89;26112
2021;7;22;9;Q1;QQ1;PORTAL;4;131;1366,25
2021;7;23;8;Q1;QQ1;PORTAL;3;184741,67;49709
2021;8;3;18;Q2;QQ4;PORTAL;12;57656,33;13483,5
2021;8;4;17;Q2;QQ4;PORTAL;20;60145,75;18709,75
2021;8;6;18;Q2;QQ4;PORTAL;15;23255,93;10815,27
2021;8;9;12;Q1;QQ2;PORTAL;1;773505;862954
2021;8;9;15;Q2;QQ3;PORTAL;2;120;9627
2021;8;10;11;Q1;QQ2;PORTAL;14;5690,14;3594
2021;8;10;17;Q2;QQ4;PORTAL;3;56;544,33
2021;8;11;13;Q1;QQ2;PORTAL;7;42042,71;29325
2021;8;11;16;Q2;QQ3;PORTAL;5;69490,4;6764,2
2021;8;12;9;Q1;QQ1;PORTAL;1;19;161723
2021;8;12;12;Q1;QQ2;PORTAL;8;231,75;451,75
2021;8;12;18;Q2;QQ4;PORTAL;1;35;6
2021;8;13;14;Q2;QQ3;PORTAL;9;179;96065,78
2021;8;13;17;Q2;QQ4;PORTAL;1;61;296297
2021;8;14;13;Q1;QQ2;PORTAL;2;81,5;306126
2021;8;16;8;Q1;QQ1;PORTAL;2;21;988
2021;8;16;11;Q1;QQ2;PORTAL;15;27344,53;5740,13
2021;8;17;7;Q1;QQ1;PORTAL;13;23881,38;48463,15
2021;8;17;13;Q1;QQ2;PORTAL;6;227,33;12043,17
2021;8;18;9;Q1;QQ1;PORTAL;5;34,4;3461,4
2021;8;18;12;Q1;QQ2;PORTAL;5;159,8;244,8
2021;8;19;8;Q1;QQ1;PORTAL;9;2052,11;6636,89
2021;8;20;7;Q1;QQ1;PORTAL;14;67108,86;50924,43
2021;8;20;10;Q1;QQ1;PORTAL;10;349,3;11946,5
2021;8;24;6;NULL;NULL;PORTAL;4;84058,25;36288,75
2021;9;1;19;Q2;QQ4;PORTAL;1;300;600
2021;9;4;16;Q2;QQ3;PORTAL;4;70600;41787,75
2021;9;6;14;Q2;QQ3;PORTAL;5;86,2;5,8
2021;9;7;13;Q1;QQ2;PORTAL;1;44;4
2021;9;8;15;Q2;QQ3;PORTAL;3;39;17625,67
2021;9;9;11;Q1;QQ2;PORTAL;12;220;3196,5
2021;9;10;13;Q1;QQ2;PORTAL;2;254;309206,5
2021;9;10;16;Q2;QQ3;PORTAL;15;43987,93;11720,4
2021;9;13;16;Q2;QQ3;PORTAL;10;41,5;12557,3
2021;9;14;9;Q1;QQ1;PORTAL;16;28637,31;162767,19
2021;9;14;15;Q2;QQ3;PORTAL;9;77693,89;7050,56
2021;9;16;7;Q1;QQ1;PORTAL;4;137,25;2068364,25
2021;9;16;10;Q1;QQ1;PORTAL;2;308168,5;37610,5
2021;9;17;6;NULL;NULL;PORTAL;4;28,5;72629
2021;9;17;9;Q1;QQ1;PORTAL;11;65847,18;977,09
2021;9;20;9;Q1;QQ1;PORTAL;1;982;2907
2021;9;22;7;Q1;QQ1;PORTAL;12;14745,92;55967
2021;10;1;18;Q2;QQ4;PORTAL;2;36,5;7508,5
2021;10;2;17;Q2;QQ4;PORTAL;4;54073,75;113833,25
2021;10;4;15;Q2;QQ3;PORTAL;3;549744,67;14292,33
2021;10;4;18;Q2;QQ4;PORTAL;4;61;9292,5
2021;10;5;14;Q2;QQ3;PORTAL;18;27769,78;10572,06
2021;10;5;17;Q2;QQ4;PORTAL;3;53073;67174,33
2021;10;6;13;Q1;QQ2;PORTAL;8;42481;2761
2021;10;6;16;Q2;QQ3;PORTAL;1;1072;23847
2021;10;7;12;Q1;QQ2;PORTAL;8;640,63;24790,88
2021;10;7;15;Q2;QQ3;PORTAL;8;66724,13;200092
2021;10;7;18;Q2;QQ4;PORTAL;8;271,63;35103,25
2021;10;8;11;Q1;QQ2;PORTAL;5;90472,8;1464,2
2021;10;8;14;Q2;QQ3;PORTAL;2;209,5;451
2021;10;11;8;Q1;QQ1;PORTAL;1;300;600
2021;10;11;17;Q2;QQ4;PORTAL;1;300;600
2021;10;13;6;NULL;NULL;PORTAL;2;101,5;72884,5
2021;10;13;9;Q1;QQ1;PORTAL;8;238594,13;1855,38
2021;10;13;12;Q1;QQ2;PORTAL;12;31920,33;3591,33
2021;10;13;15;Q2;QQ3;PORTAL;18;5941,5;8405,17
2021;10;14;11;Q1;QQ2;PORTAL;6;102720,83;31249,17
2021;10;14;14;Q2;QQ3;PORTAL;20;36310,05;13794
2021;10;15;10;Q1;QQ1;PORTAL;4;251,5;1062,25
2021;10;15;13;Q1;QQ2;PORTAL;12;50,83;82498,17
2021;10;18;10;Q1;QQ1;PORTAL;19;19086,89;1624,53
2021;10;19;6;NULL;NULL;PORTAL;2;519;55170,5
2021;10;19;9;Q1;QQ1;PORTAL;2;190,5;260613,5
2021;10;20;5;NULL;NULL;PORTAL;5;1495,2;54736
2021;11;3;15;Q2;QQ3;PORTAL;12;28531,83;65222,42
2021;11;4;14;Q2;QQ3;PORTAL;16;39795,94;32649,5
2021;11;5;13;Q1;QQ2;PORTAL;2;20;76956,5
2021;11;5;16;Q2;QQ3;PORTAL;3;19,33;3833,67
2021;11;8;10;Q1;QQ1;PORTAL;6;103618,5;127401,83
2021;11;8;13;Q1;QQ2;PORTAL;12;217,5;46341,33
2021;11;9;9;Q1;QQ1;PORTAL;3;120,33;3057,33
2021;11;9;12;Q1;QQ2;PORTAL;10;29252,8;14565
2021;11;9;15;Q2;QQ3;PORTAL;8;88871,75;5102
2021;11;10;8;Q1;QQ1;PORTAL;2;18;3495,5
2021;11;10;11;Q1;QQ2;PORTAL;9;38576,56;6324,67
2021;11;10;14;Q2;QQ3;PORTAL;18;48452,5;5236,67
2021;11;11;7;Q1;QQ1;PORTAL;3;300;600
2021;11;11;10;Q1;QQ1;PORTAL;8;125,13;60767,5
2021;11;11;13;Q1;QQ2;PORTAL;8;88782,38;6845,25
2021;11;12;6;NULL;NULL;PORTAL;3;1759;62391,33
2021;11;12;9;Q1;QQ1;PORTAL;1;21;67607
2021;11;12;12;Q1;QQ2;PORTAL;7;153768,71;3495,86
2021;11;13;8;Q1;QQ1;PORTAL;1;1354;46528
2021;11;13;11;Q1;QQ2;PORTAL;1;71;10
2021;11;13;14;Q2;QQ3;PORTAL;1;56;5
2021;11;15;12;Q1;QQ2;PORTAL;2;42360,5;261931
2021;11;16;8;Q1;QQ1;PORTAL;1;85;959
2021;11;16;11;Q1;QQ2;PORTAL;29;95,07;3081,45
2021;11;17;7;Q1;QQ1;PORTAL;1;33;6
2021;11;17;10;Q1;QQ1;PORTAL;7;1526,86;33879,43
2021;11;18;9;Q1;QQ1;PORTAL;5;1971,8;2964
2021;11;29;18;Q2;QQ4;PORTAL;1;67;1300
2021;11;30;17;Q2;QQ4;PORTAL;8;77,75;2950,25
2021;12;2;15;Q2;QQ3;PORTAL;1;13;108
2021;12;2;18;Q2;QQ4;PORTAL;2;20,5;4275
2021;12;3;17;Q2;QQ4;PORTAL;1;300;600
2021;12;5;15;Q2;QQ3;PORTAL;1;481;79378
2021;12;6;11;Q1;QQ2;PORTAL;18;221,33;951,72
2021;12;6;14;Q2;QQ3;PORTAL;4;106,75;520,75
2021;12;6;17;Q2;QQ4;PORTAL;14;48,36;4571,79
2021;12;7;10;Q1;QQ1;PORTAL;5;143863,8;3195
2021;12;7;13;Q1;QQ2;PORTAL;5;153,2;728,2
2021;12;7;16;Q2;QQ3;PORTAL;10;122;809,3
2021;12;9;8;Q1;QQ1;PORTAL;1;73;312
2021;12;9;11;Q1;QQ2;PORTAL;14;266,29;658,07
2021;12;9;14;Q2;QQ3;PORTAL;8;193,75;681,75
2021;12;9;17;Q2;QQ4;PORTAL;6;40,67;1615,17
2021;12;10;10;Q1;QQ1;PORTAL;8;45322,63;33652,25
2021;12;10;13;Q1;QQ2;PORTAL;2;227;10031
2021;12;13;10;Q1;QQ1;PORTAL;5;56,6;1073,4
2021;12;13;13;Q1;QQ2;PORTAL;7;90189,29;221202,43
2021;12;14;9;Q1;QQ1;PORTAL;2;14,5;1724
2021;12;15;11;Q1;QQ2;PORTAL;14;25588,36;1231,21
2021;12;16;10;Q1;QQ1;PORTAL;10;72161,3;3028,1
2022;1;2;13;Q1;QQ2;PORTAL;2;220798;6548,5
2022;1;3;12;Q1;QQ2;PORTAL;13;77,62;839,62
2022;1;3;15;Q2;QQ3;PORTAL;1;56;1995
2022;1;4;11;Q1;QQ2;PORTAL;5;81;19866,6
2022;1;4;14;Q2;QQ3;PORTAL;1;73;97735
2022;1;4;17;Q2;QQ4;PORTAL;2;170,5;5683,5
2022;1;5;10;Q1;QQ1;PORTAL;3;172;796,67
2022;1;5;13;Q1;QQ2;PORTAL;5;28,2;332,4
2022;1;6;9;Q1;QQ1;PORTAL;10;36852;432,1
2022;1;6;12;Q1;QQ2;PORTAL;16;82,44;1946,63
2022;1;6;18;Q2;QQ4;PORTAL;1;79145;15027
2022;1;7;11;Q1;QQ2;PORTAL;2;23,5;1062,5
2022;1;7;14;Q2;QQ3;PORTAL;5;71103,8;1852,6
2022;1;10;8;Q1;QQ1;PORTAL;4;31;1914,25
2022;1;10;11;Q1;QQ2;PORTAL;10;71;710,7
2022;1;10;14;Q2;QQ3;PORTAL;6;194,67;47320
2022;1;11;10;Q1;QQ1;PORTAL;9;40621,78;1267
2022;1;11;13;Q1;QQ2;PORTAL;2;180947;345,5
2022;1;12;9;Q1;QQ1;PORTAL;1;21;899
2022;1;13;11;Q1;QQ2;PORTAL;1;32;1584
2022;1;14;10;Q1;QQ1;PORTAL;12;671,25;3218
2022;1;17;7;Q1;QQ1;PORTAL;2;53,5;14575
2022;1;25;19;Q2;QQ4;PORTAL;1;67;2370
2021;3;30;13;Q1;QQ2;PORTAL;3;359,67;28458,33
2021;3;30;19;Q2;QQ4;PORTAL;1;111;122831
2021;3;31;12;Q1;QQ2;PORTAL;5;364;295,4
2021;3;31;15;Q2;QQ3;PORTAL;2;100,5;10471
2021;3;31;18;Q2;QQ4;PORTAL;5;137793,2;16562,4
2021;4;1;12;Q1;QQ2;PORTAL;1;104;58352
2021;4;3;13;Q1;QQ2;PORTAL;1;16155;347648
2021;4;4;12;Q1;QQ2;PORTAL;5;190,4;130389
2021;4;5;8;Q1;QQ1;PORTAL;3;108960,67;19035,67
2021;4;5;11;Q1;QQ2;PORTAL;3;732,67;2791,33
2021;4;5;14;Q2;QQ3;PORTAL;11;63944,82;12836,82
2021;4;6;10;Q1;QQ1;PORTAL;10;31679;18320,3
2021;4;6;13;Q1;QQ2;PORTAL;2;1283,5;736,5
2021;4;8;11;Q1;QQ2;PORTAL;1;353;251226
2021;4;8;14;Q2;QQ3;PORTAL;5;67;10666,8
2021;4;9;7;Q1;QQ1;PORTAL;9;267,11;45454,67
2021;4;9;10;Q1;QQ1;PORTAL;1;228;260538
2021;4;9;13;Q1;QQ2;PORTAL;17;1224;132324,71
2021;4;10;12;Q1;QQ2;PORTAL;2;340,5;129312
2021;4;12;10;Q1;QQ1;PORTAL;13;55939,23;1865,54
2021;4;13;9;Q1;QQ1;PORTAL;17;23796,65;24361,53
2021;4;14;8;Q1;QQ1;PORTAL;2;239;77739
2021;4;27;15;Q2;QQ3;PORTAL;1;86;399
2021;4;28;14;Q2;QQ3;PORTAL;7;3700,43;28954,29
2021;4;29;13;Q1;QQ2;PORTAL;5;484,8;1667,8
2021;4;29;16;Q2;QQ3;PORTAL;3;255,33;3922
2021;4;30;12;Q1;QQ2;PORTAL;9;81998,44;4880,67
2021;4;30;15;Q2;QQ3;PORTAL;1;300;600
2021;5;3;9;Q1;QQ1;PORTAL;1;91;5
2021;5;3;12;Q1;QQ2;PORTAL;3;233,67;525
2021;5;4;8;Q1;QQ1;PORTAL;6;359,83;44028,83
2021;5;4;11;Q1;QQ2;PORTAL;6;352,5;63528
2021;5;4;14;Q2;QQ3;PORTAL;6;97,83;10052,5
2021;5;4;17;Q2;QQ4;PORTAL;11;30711,64;16207,09
2021;5;5;7;Q1;QQ1;PORTAL;1;410;40354
2021;5;5;10;Q1;QQ1;PORTAL;6;20,5;1142
2021;5;5;13;Q1;QQ2;PORTAL;1;19;158
2021;5;5;16;Q2;QQ3;PORTAL;7;49702,29;5828,14
2021;5;6;9;Q1;QQ1;PORTAL;1;9700;1991
2021;5;6;12;Q1;QQ2;PORTAL;18;246,11;20450,33
2021;5;7;8;Q1;QQ1;PORTAL;2;166,5;37440
2021;5;7;11;Q1;QQ2;PORTAL;15;47442,73;13031,93
2021;5;8;10;Q1;QQ1;PORTAL;1;72;741054
2021;5;10;8;Q1;QQ1;PORTAL;3;120938,67;1491,33
2021;5;10;11;Q1;QQ2;PORTAL;2;26,5;1844,5
2021;5;13;8;Q1;QQ1;PORTAL;12;6676,58;49264,75
2021;5;14;7;Q1;QQ1;PORTAL;4;762,25;47249,5
2021;5;24;17;Q2;QQ4;PORTAL;13;115,69;16202,92
2021;5;25;16;Q2;QQ3;PORTAL;8;788,88;11813,25
2021;5;27;14;Q2;QQ3;PORTAL;4;88431,75;4499,5
2021;5;28;16;Q2;QQ3;PORTAL;1;75459;9254
2021;5;28;19;Q2;QQ4;PORTAL;3;112,33;13983
2021;5;31;10;Q1;QQ1;PORTAL;1;45;342787
2021;5;31;13;Q1;QQ2;PORTAL;1;300;600
2021;6;1;13;Q1;QQ2;PORTAL;17;11572,53;94170,94
2021;6;1;16;Q2;QQ3;PORTAL;14;25198,93;16700,86
2021;6;2;12;Q1;QQ2;PORTAL;23;63791,57;8426,61
2021;6;3;8;Q1;QQ1;PORTAL;20;143403,15;65565,1
2021;6;3;17;Q2;QQ4;PORTAL;3;117446,33;24069,33
2021;6;7;7;Q1;QQ1;PORTAL;10;2259,9;182786,5
2021;6;7;10;Q1;QQ1;PORTAL;12;101,83;9929,33
2021;6;8;6;NULL;NULL;PORTAL;2;608;50047,5
2021;6;8;9;Q1;QQ1;PORTAL;8;461,13;1676,13
2021;6;8;12;Q1;QQ2;PORTAL;4;37,75;4981
2021;6;9;8;Q1;QQ1;PORTAL;3;229,67;21132
2021;6;10;7;Q1;QQ1;PORTAL;12;909,75;61551,42
2021;6;11;6;NULL;NULL;PORTAL;1;167;31117
2021;6;22;18;Q2;QQ4;PORTAL;7;263,43;782,29
2021;6;26;14;Q2;QQ3;PORTAL;1;47;74160
2021;7;1;12;Q1;QQ2;PORTAL;20;18207;7753,4
2021;7;2;8;Q1;QQ1;PORTAL;1;300;600
2021;7;2;11;Q1;QQ2;PORTAL;17;21343,65;12694
2021;7;2;14;Q2;QQ3;PORTAL;5;185,2;1774,8
2021;7;2;17;Q2;QQ4;PORTAL;2;18;6117,5
2021;7;3;13;Q1;QQ2;PORTAL;1;32;9
2021;7;5;11;Q1;QQ2;PORTAL;9;40249,11;589,33
2021;7;6;7;Q1;QQ1;PORTAL;12;59235,75;35050
2021;7;6;10;Q1;QQ1;PORTAL;9;430,44;2333,78
2021;7;7;9;Q1;QQ1;PORTAL;1;324;592
2021;7;7;12;Q1;QQ2;PORTAL;6;59095,83;10609
2021;7;8;11;Q1;QQ2;PORTAL;2;44;118138
2021;7;5;13;Q1;QQ2;PORTAL;1;18;347290
2021;7;6;12;Q1;QQ2;PORTAL;9;40665,22;1675,44
2021;7;6;18;Q2;QQ4;PORTAL;4;84881,75;8093
2021;7;7;14;Q2;QQ3;PORTAL;10;429,9;12267,5
2021;7;7;17;Q2;QQ4;PORTAL;5;205,6;24252
2021;7;8;10;Q1;QQ1;PORTAL;3;59;5916,33
2021;7;8;13;Q1;QQ2;PORTAL;5;16829,6;9354,8
2021;7;8;19;Q2;QQ4;PORTAL;8;41077;19270,25
2021;7;9;9;Q1;QQ1;PORTAL;9;2437,67;2242,33
2021;7;9;12;Q1;QQ2;PORTAL;3;121,67;87916,33
2021;7;9;15;Q2;QQ3;PORTAL;3;147887,33;21122,67
2021;7;9;18;Q2;QQ4;PORTAL;2;162328;2650
2021;7;12;9;Q1;QQ1;PORTAL;4;356,75;62607
2021;7;12;12;Q1;QQ2;PORTAL;6;34,17;46271
2021;7;13;8;Q1;QQ1;PORTAL;7;160,29;63628,71
2021;7;13;11;Q1;QQ2;PORTAL;15;271,13;34047,8
2021;7;13;14;Q2;QQ3;PORTAL;6;330,17;2968,17
2021;7;14;7;Q1;QQ1;PORTAL;5;22963,2;98191,6
2021;7;14;10;Q1;QQ1;PORTAL;7;259,86;610,43
2021;7;14;13;Q1;QQ2;PORTAL;14;138,29;5378,57
2021;7;15;9;Q1;QQ1;PORTAL;1;300;600
2021;7;15;12;Q1;QQ2;PORTAL;1;547;1439
2021;7;16;8;Q1;QQ1;PORTAL;3;196,33;596
2021;7;16;11;Q1;QQ2;PORTAL;12;435,17;8640,58
2021;7;19;8;Q1;QQ1;PORTAL;3;166,33;755,67
2021;7;20;7;Q1;QQ1;PORTAL;8;418,38;33461,5
2021;7;28;19;Q2;QQ4;PORTAL;14;51425,29;15264
2021;7;30;17;Q2;QQ4;PORTAL;2;120;1196
2021;8;4;13;Q1;QQ2;PORTAL;2;300;600
2021;8;4;16;Q2;QQ3;PORTAL;7;236,14;10676,57
2021;8;4;19;Q2;QQ4;PORTAL;1;46;3441
2021;8;5;12;Q1;QQ2;PORTAL;2;18;6725
2021;8;5;18;Q2;QQ4;PORTAL;1;35;100360
2021;8;6;17;Q2;QQ4;PORTAL;3;421;7089
2021;8;7;13;Q1;QQ2;PORTAL;1;300;600
2021;8;9;8;Q1;QQ1;PORTAL;10;169,1;602,7
2021;8;9;11;Q1;QQ2;PORTAL;1;825;1220
2021;8;9;14;Q2;QQ3;PORTAL;1;300;600
2021;8;9;17;Q2;QQ4;PORTAL;20;35165,2;9484,35
2021;8;10;7;Q1;QQ1;PORTAL;1;27;17
2021;8;10;10;Q1;QQ1;PORTAL;1;21;891
2021;8;10;16;Q2;QQ3;PORTAL;20;17787,35;10879,9
2021;8;11;12;Q1;QQ2;PORTAL;19;48648;18178,32
2021;8;11;15;Q2;QQ3;PORTAL;4;88439;5546,5
2021;8;12;8;Q1;QQ1;PORTAL;2;167;70790,5
2021;8;13;13;Q1;QQ2;PORTAL;6;86711,5;64241,33
2021;8;16;7;Q1;QQ1;PORTAL;3;361,33;993,67
2021;8;17;6;NULL;NULL;PORTAL;8;40325,38;53439,5
2021;8;17;9;Q1;QQ1;PORTAL;2;300;600
2021;8;18;8;Q1;QQ1;PORTAL;1;54;6
2021;8;19;7;Q1;QQ1;PORTAL;2;66,5;250287
2021;8;20;6;NULL;NULL;PORTAL;2;887,5;39806,5
2021;8;30;16;Q2;QQ3;PORTAL;2;32281,5;129768,5
2021;9;1;15;Q2;QQ3;PORTAL;16;59904,88;52284,88
2021;9;2;17;Q2;QQ4;PORTAL;72;300;600
2021;9;3;16;Q2;QQ3;PORTAL;6;45273,33;52269,5
2021;9;3;19;Q2;QQ4;PORTAL;1;27;9595
2021;9;4;15;Q2;QQ3;PORTAL;9;59480,89;84578,56
2021;9;6;13;Q1;QQ2;PORTAL;2;136,5;6,5
2021;9;6;16;Q2;QQ3;PORTAL;2;508;4,5
2021;9;7;15;Q2;QQ3;PORTAL;1;26;86633
2021;9;8;8;Q1;QQ1;PORTAL;8;122665;63172,38
2021;9;8;11;Q1;QQ2;PORTAL;1;208;23
2021;9;8;17;Q2;QQ4;PORTAL;6;102986,5;6173,5
2021;9;9;7;Q1;QQ1;PORTAL;5;67,8;26296,4
2021;9;9;10;Q1;QQ1;PORTAL;1;585;1919
2021;9;9;16;Q2;QQ3;PORTAL;1;125;13
2021;9;10;15;Q2;QQ3;PORTAL;8;98,5;17869,25
2021;9;11;14;Q2;QQ3;PORTAL;1;9847;1972
2021;9;15;10;Q1;QQ1;PORTAL;1;33;11
2021;9;17;8;Q1;QQ1;PORTAL;12;60814,5;27016,08
2021;10;1;14;Q2;QQ3;PORTAL;5;110,2;36415,6
2021;10;2;16;Q2;QQ3;PORTAL;14;680,21;143264,64
2021;10;2;19;Q2;QQ4;PORTAL;25;49854,48;105983,12
2021;10;4;11;Q1;QQ2;PORTAL;7;508,86;2952
2021;10;4;14;Q2;QQ3;PORTAL;6;246605,33;12964,67
2021;10;4;17;Q2;QQ4;PORTAL;3;334714,33;18723
2021;10;5;10;Q1;QQ1;PORTAL;3;177;58820,33
2021;10;5;13;Q1;QQ2;PORTAL;21;37872,24;40620,1
2021;10;5;16;Q2;QQ3;PORTAL;2;207;735,5
2021;10;6;12;Q1;QQ2;PORTAL;7;88938,14;1080,71
2021;10;6;15;Q2;QQ3;PORTAL;22;74720,68;27848,55
2021;10;6;18;Q2;QQ4;PORTAL;5;14555,2;17129
2021;10;7;11;Q1;QQ2;PORTAL;12;73931,83;24563,83
2021;10;7;14;Q2;QQ3;PORTAL;20;16965,4;11445,6
2021;10;7;17;Q2;QQ4;PORTAL;6;84492,67;1364,67
2021;10;8;10;Q1;QQ1;PORTAL;11;89836,18;74238,45
2021;10;8;13;Q1;QQ2;PORTAL;11;81027,36;2571,64
2021;10;8;16;Q2;QQ3;PORTAL;3;145074,67;3035
2021;10;11;7;Q1;QQ1;PORTAL;1;3001;49493
2021;10;11;10;Q1;QQ1;PORTAL;2;76,5;294821
2021;10;12;9;Q1;QQ1;PORTAL;1;113274;5
2021;10;13;8;Q1;QQ1;PORTAL;2;15187;392205,5
2021;10;13;11;Q1;QQ2;PORTAL;11;38626,73;5514,45
2021;10;14;10;Q1;QQ1;PORTAL;5;86;3291,4
2021;10;15;9;Q1;QQ1;PORTAL;2;29;3389
2021;10;26;18;Q2;QQ4;PORTAL;1;40;594
2021;10;30;17;Q2;QQ4;PORTAL;6;115,33;63264
2021;11;3;11;Q1;QQ2;PORTAL;3;328;4846,33
2021;11;3;14;Q2;QQ3;PORTAL;6;94,33;15540,83
2021;11;3;17;Q2;QQ4;PORTAL;1;211;784
2021;11;4;13;Q1;QQ2;PORTAL;7;39225,57;69815,29
2021;11;4;16;Q2;QQ3;PORTAL;1;28;9876
2021;11;5;9;Q1;QQ1;PORTAL;4;240;35588
2021;11;5;12;Q1;QQ2;PORTAL;17;387;45150,47
2021;11;7;13;Q1;QQ2;PORTAL;1;14;157732
2021;11;7;16;Q2;QQ3;PORTAL;1;21;113305
2021;11;8;6;NULL;NULL;PORTAL;9;7139,89;194867
2021;11;8;12;Q1;QQ2;PORTAL;7;73,86;7262,14
2021;11;8;15;Q2;QQ3;PORTAL;10;115,3;35159,3
2021;11;9;8;Q1;QQ1;PORTAL;1;21;755
2021;11;9;11;Q1;QQ2;PORTAL;13;43566,46;56751,15
2021;11;9;14;Q2;QQ3;PORTAL;2;433;1082,5
2021;11;10;10;Q1;QQ1;PORTAL;13;274,08;21523
2021;11;10;13;Q1;QQ2;PORTAL;9;20816,11;14524,33
2021;11;11;9;Q1;QQ1;PORTAL;1;310802;55596
2021;11;11;12;Q1;QQ2;PORTAL;6;108,83;12338,67
2021;11;12;8;Q1;QQ1;PORTAL;1;30;2137
2021;11;12;11;Q1;QQ2;PORTAL;17;20752,71;25949,24
2021;11;16;7;Q1;QQ1;PORTAL;17;1588,65;813,41
2021;11;25;18;Q2;QQ4;PORTAL;1;41;8312
2021;11;26;17;Q2;QQ4;PORTAL;1;30;5001
2021;11;28;15;Q2;QQ3;PORTAL;1;21;430
2021;11;28;18;Q2;QQ4;PORTAL;1;86;9045
2021;11;29;14;Q2;QQ3;PORTAL;5;92,4;1438,4
2021;11;29;17;Q2;QQ4;PORTAL;6;58;932,33
2021;11;30;13;Q1;QQ2;PORTAL;4;179465,25;716
2021;12;1;12;Q1;QQ2;PORTAL;7;53340,86;13739,14
2021;12;1;15;Q2;QQ3;PORTAL;3;161,33;387,67
2021;12;1;18;Q2;QQ4;PORTAL;3;245,33;1926
2021;12;2;11;Q1;QQ2;PORTAL;8;44919;995
2021;12;2;14;Q2;QQ3;PORTAL;13;27471,23;5520,08
2021;12;2;17;Q2;QQ4;PORTAL;2;34,5;793,5
2021;12;3;10;Q1;QQ1;PORTAL;5;146,8;351
2021;12;3;13;Q1;QQ2;PORTAL;2;33;4374,5
2021;12;3;16;Q2;QQ3;PORTAL;2;1316;5267
2021;12;4;12;Q1;QQ2;PORTAL;1;30;1031
2021;12;5;14;Q2;QQ3;PORTAL;4;171;47240,5
